words,sentiment_coeff
like,-46.014240492796475
school,-47.59048980987125
thing,-49.6987727061512
going,-46.82399399991673
think,46.0298035322782
know,-44.13337195339871
kid,45.530931275374144
really,48.49418971303153
get,52.84214165059096
time,53.99770528443802
would,-49.79578126309311
one,54.069152303253915
go,50.55195156124975
even,48.459089392400145
lot,48.26523586993763
mean,-47.48035920330575
also,-54.12737908156156
want,49.13742515181108
much,43.84777775507353
home,46.96815088972194
see,-53.975607996194945
teacher,52.579570884974686
computer,-54.880444699039316
friend,42.79527557715689
son,-58.346325745819726
work,51.61492274588586
well,54.62438392070609
something,54.0165099250324
day,-43.97046821199245
still,-49.01791493312473
actually,-51.77364529719696
cannot,-48.346261241656435
kind,51.30002994939215
say,50.86001073732962
able,-55.04881759908612
way,48.491038457510506
class,46.81796785367994
could,48.384525603101324
yeah,49.67292503613501
said,-52.779941072184734
inaudible,41.65941433115917
got,-57.056294808381715
use,44.10906890568127
need,44.10897748003569
people,-47.97542882790331
good,-47.30031944071573
phone,55.81467910183493
technology,44.74977391744822
feel_like,-54.535504704928066
back,49.84265325077595
stuff,-43.2296939813488
daughter,45.755597670570126
year,52.72051144954132
pandemic,-44.87155500921641
little,47.42274209771833
child,46.736750371701596
always,47.2754693852836
game,50.0085760460584
okay,45.169686503188295
hard,-42.66285013318978
screen,-46.59806945539598
u,45.032356028453265
take,50.42962495729042
person,46.10356937436779
better,49.744172299843335
positive,-45.271483210467665
parent,-51.681807883092745
two,-44.0389758220521
right,-51.67174738642554
getting,50.02466387458702
online,48.204633937664646
issue,-52.00687788762532
used,-47.60444566130014
maybe,-49.76544542026132
room,-47.4225371956836
social_medium,51.50582326139046
remote,53.88972626782884
great,-50.70308663958053
year_old,-47.88308210709289
whatever,-48.04764643332799
go_back,46.29192122623766
make,-46.82215695218551
help,48.145095847170424
learning,-44.37103408623363
anything,-44.823235534425294
sometimes,45.73688295542949
different,50.261444908993795
put,45.471392486393796
give,49.5055002048911
done,-45.344949094429644
crosstalk,-40.9691643829587
zoom,-44.36441369769051
started,49.090661872300004
everything,45.391835438420046
youtube,60.41945749101106
week,52.78744424050172
device,-45.694058463241326
little_bit,-48.48899029569159
problem,45.4565503921943
definitely,48.883579714861405
sort,52.467374236488695
first,-44.75886960250956
back_school,37.44943660905101
parent_child,46.58064755991743
trying,43.336230435040584
around,-48.34216355993269
tell,-55.93532187797578
homework,44.92056480239995
whole,42.02815242317384
start,-50.58575107999556
least,46.97337457660492
control,45.56799754789132
went,-44.237039527641194
would_say,-45.179159868146705
ipad,47.996493403070765
point,-58.034519808107106
talking,-47.66117615243798
covid,40.90919863796258
guess,-48.99299500488963
watch,49.043359039134586
house,-56.231962296834666
screen_time,-41.55103724996721
difficult,-43.20835521549426
keep,51.49425576278925
away,-49.289285546125555
try,-60.21326786891222
talk,47.05452149177284
part,-47.41197092114083
adhd,46.11940793534118
come,-51.6802247789335
play,-40.43230591875039
find,48.072709100675155
feel,-46.27076837055887
negative,45.75488468917649
every,-51.088853043314
found,52.84958129442635
social,43.05068637634986
everybody,-43.44253122671604
big,45.70778115476985
oh,40.238479167973786
new,42.569156843320826
wanted,49.487497957190136
every_day,39.725288709271
high_school,51.562974922776796
many,-49.77247359531412
hour,41.70391872273593
video_game,-41.96599604378461
already,42.70289743243821
video,-41.02681659768359
working,-41.392355565077
sit,-51.60386883311736
saying,44.743256512038364
classroom,47.68612476687289
never,47.9348278450472
le,-43.134895643060354
sure,-49.74929796486321
let,-38.39709377161858
even_though,50.1826626302831
world,-46.891659039522914
playing,-47.37589209037364
gaming,-47.488055282361586
far,-44.09726436856118
anxiety,46.58696324881503
challenge,39.10680784767116
needed,-47.40016613023849
assignment,40.497814061531756
grade,-45.440491536941536
roblox,42.49394337694374
almost,-54.46063796843109
look,40.760627872904955
term,38.778851631275074
felt,-44.61382286257622
using,-42.59494706188759
access,48.96906267608323
family,41.35062267334258
minute,42.89420977892457
internet,-46.05985174406566
like_oh,39.4542210615309
turn,-46.33040241691219
yes,42.07432702837064
call,-44.22293041393213
together,-37.64497232620156
supposed,40.44625242929936
schedule,42.529884923407536
everyone,-46.36323204480423
old,44.52258288586492
hear,43.18992307743056
became,-47.628354052429025
program,43.00959283267819
helped,-43.60739717521136
life,43.198589555897534
basically,51.42387057152725
morning,43.307717064268914
make_sure,-36.80266819734766
especially,43.72296691682238
learn,-40.84107957777373
student,43.12767049151249
sorry,-38.914379456674325
long,42.397824245107586
night,-43.84870623850497
concern,38.83760750346063
job,35.18496982037526
iep,37.24092762138928
starting,42.764820200984126
understand,45.5770590858777
watching,46.3747066207269
bad,49.529296617655916
nothing,45.597682071059985
stay,-48.86442891731868
someone,-51.47556418939037
transition,42.34985014014826
constantly,-35.09635882858278
open,-51.43463695936275
since,42.57576715822691
looking,51.70182409956644
age,46.499983104537606
real,-41.66248139658188
last_year,-50.79124588192906
made,43.25586646226706
girl,48.7606458920592
enough,46.58795287328716
three,40.6621408537403
show,41.549239044558895
instagram,41.92642943273078
probably,38.86191094185317
course,45.870511120537756
seems,36.377204178748045
outside,42.81461868701673
another,46.2816300951642
fight,44.04968209703192
called,-43.06336007564872
place,42.10480612384634
laptop,-42.57020803765322
yet,48.14545067960834
fun,-40.86470248752991
full_time,-42.65485961601431
let_u,48.70259424470782
skill,43.23911504205597
information,40.2236559523814
guy,-47.76697648364586
stop,-47.85246469622071
schoolwork,50.10496427401512
weekend,-37.95309044096002
agree,-41.24488831846569
focus,48.16015781147333
obviously,-42.8143472298877
month,40.61034564713896
couple,-40.7100814174804
conversation,-36.1918674210588
mom,40.11021747771187
learned,-51.73660636551897
thought,-51.96250169785238
ever,46.07166310415453
gone,-46.21134155052467
five_day,-44.52423129332607
full,45.514843468232705
change,43.55679081165844
bed,39.06281286456298
left,46.01137180731659
sleep,38.22938867584385
saw,50.938222219807095
support,49.077704320992744
meeting,-35.804929910660235
love,42.48977142929468
end,41.702951149199336
reading,-45.770031571394476
writing,53.7576627192578
instead,38.969951410359414
become,-40.84456129545993
tried,41.11053942126084
read,-40.82816432719248
take_away,39.90452209046153
question,-40.27292893523947
block,50.4027470608594
math,40.20537546791506
medication,41.53740763503208
play_game,39.15303096366579
coming,43.2733729288205
either,-38.11203168954888
whether,39.94469565117449
knew,36.02000971060422
experience,33.481855467323165
noticed,46.7252016499355
anymore,46.56398844768669
inperson,43.71149527167233
husband,-43.91505213501671
older,45.388098951163286
break,-48.432695558309454
adult,49.879917186409656
brother,56.19924382437119
live,-45.51745167120843
remember,-40.08833909086081
shut,40.974552170153466
happened,-33.528047145880066
struggle,-42.72297469844397
gotten,-42.00876784237985
interaction,40.327007191880725
type,-40.81552795626677
situation,-41.97170635188224
boy,34.47634783088724
older_one,37.80635234408116
seeing,45.139721505510664
teach,35.88165801871361
discord,40.41283581843464
monitor,39.301971643452525
happening,48.11656494938415
focused,30.194698724356282
physically,-36.17196175381665
teaching,-40.91961888214664
anyway,51.63616616787943
fine,44.810337022673934
middle_school,36.90557167280919
lost,-33.487242369896585
important,43.31407310204712
frustrating,-36.30534588623291
might,-44.999105564370254
pretty,-45.08146902704662
use_computer,36.62800334504734
looking_forward,39.775823766788875
distraction,-32.41113134044615
easy,-37.7163270019766
allowed,37.71058541141543
research,-37.18934532045813
google_classroom,-52.8797901777468
may,-35.89139768635799
unless,51.35374936846305
fact,35.723743373256454
deal,-36.91420073940142
fall,-40.322765369776505
activity,37.89312027423907
september,48.152679269473474
mostly,-43.72581274928778
making,41.35360292733118
came,-35.97099680971246
site,-37.32309523080184
went_back,48.12097389433784
tv,44.04662204723924
best,46.15772480050738
figure,-42.151438282075645
snapchat,-44.77975333628458
struggling,35.341277667565315
ability,45.67630701032507
huge,35.84201348332661
chat,40.890344416284044
set,-44.336719512118826
addiction,-34.174162306197225
go_outside,40.96484608114878
summer,51.26715680125266
nice,-34.5609291567715
crazy,36.92184500951842
worried,-35.528102051845615
last,-35.0941253555447
concerned,42.83436098257184
interested,42.89847577864909
somebody,34.64011839197903
complete,-47.42372129886394
honestly,48.36109008008481
sense,41.68173120085373
happy,-42.30422395265765
completely,38.57283963437865
next,-38.362498599547195
physical,-50.567739631162326
seen,32.51394175735372
late,35.876794284449446
interesting,-39.70607495138415
benefit,-40.77371879470399
terrible,-42.5397078209789
continue,39.44009713012337
believe,44.96043429907044
book,-48.59602232296739
extra,40.071604608542074
tool,-43.96823097010693
mind,42.66336198618213
chromebooks,39.35697116761333
top,44.78825091390666
though,37.21189885541718
younger,-42.504019353863534
bring,36.21119466714586
mentioned,-35.865093656738495
oldest,-36.67773602546121
moving,36.73109801746977
trying_get,-37.283283247865
changed,47.212946545430945
two_day,37.71888189786099
limit,-37.26872662855934
overwhelming,-36.82839821627342
interest,-39.09765584829429
without,-38.40539487957819
parent_said,-40.88805372860879
second,39.873976956406295
check,-48.14622420520703
camera,39.12519769600743
want_play,38.92432258620033
figured,-37.19600171370387
idea,38.83596044165147
easier,30.49188319925078
kept,43.15687260929213
us,-41.08371180023903
come_home,32.77539709613971
difference,38.09669371815458
today,33.85955984878586
overall,43.324516881639134
close,42.53561736734626
worry,-37.19360961919512
relationship,-41.110950485908006
myyearold,-36.983882258566446
taking,39.020080878153294
beginning,-31.882375106837568
involved,31.257244230221616
really_hard,-45.35557343871454
gave,41.45431093182413
group,-36.20560145585142
wake,-41.03658603302698
amazing,-43.536227998336685
paper,-30.045463375447422
leave,32.1786886053409
city,35.95905279567544
send,-43.56439672035532
meet,-52.74440672026057
hand,47.115031489545125
seven,41.08629308506534
cut,41.62723152725444
answer,42.056781631784375
session,39.19259534934952
study,37.89914597784483
god,30.69901891513931
asking,-39.51713503241149
email,40.51757179907109
socializing,35.10214750055346
everybodys,39.271541443370914
forget,-42.22255746582425
eat,-43.15193832671181
happen,46.864414111390694
totally,40.67009449078951
miss,-38.99399375829799
fully_remote,-31.333997847221973
use_technology,37.239471493949594
ask,-33.974389368774695
project,47.28365809115783
side,31.6234526636492
interact,-36.92926558487147
addicted,35.805384918196864
platform,-39.64511752514759
case,-40.52954464162415
rule,44.89051527647909
using_computer,-39.39644755224502
write,-35.4150949098568
hybrid,44.46658319971172
behind,45.74146429183926
move,38.86743064487374
seemed,-34.239862597371
message,-38.41769677447431
minecraft,34.979369482326334
sitting,41.30550482947457
helpful,51.21919958134636
asked,32.749837614007596
socialization,35.53776686440245
matter,-47.76236860564378
younger_one,-49.08341242157323
walk,-43.26621002812924
quick,-39.90704682162616
six,-38.04310786903326
restriction,-36.231526411912476
communicating,41.09994533034824
although,-40.535629810681186
anyone,31.791771338637023
past,50.15553848247082
middle_schooler,40.50447792485318
zoom_class,45.03984288177961
switch,-40.63253291728753
five_minute,-37.24401066250708
chromebook,-28.872706337119137
else,48.74849615371397
took,-44.90433028763141
eye,42.60911479475822
note,-34.62172530988456
whereas,-40.22562842223118
certain,38.271337347933255
playing_game,-33.06506672481929
next_year,-33.871723054089586
hit,44.110392298126634
constant,38.360180270870764
limited,-36.04119736072548
three_day,-40.451690902290395
somehow,32.77976796550777
told,38.23099994424895
pretty_much,44.80623155041047
log,-39.47497452777809
handle,-43.37959390850186
five,32.42456671084467
cry,-44.44767632944871
bit,-43.95833619721788
step,37.77681337526568
like_hey,-34.44334360307068
half,36.961079173077906
helping,-43.061270113130675
two_hour,29.4029443782871
sleeping,43.99884842840324
tiktok,-41.120668964261554
system,-40.866664649671314
day_week,34.79644335727016
possible,-34.23209746733416
google,-39.13939421101044
nobody,-32.11483850579771
busy,-34.98979937867465
would_love,-35.95641842262556
click,-49.69462560084133
taken,35.07001010280286
except,41.49612738040002
environment,-48.110258025916885
emotional,41.65411963267628
academic,33.623456925608714
moment,-33.04881010836852
excited,-35.481709265402614
four,-33.772423183171504
amount_time,36.61699115918799
putting,-48.370057197642474
overwhelmed,30.766320520966623
brain,34.99825466616911
realized,-29.583086196116124
giving,-43.57572714761689
ipads,-39.10694157656171
text,-46.730480934428954
played,41.36733492226764
heard,41.91100799646517
doctor,33.00423697294459
alone,-33.355901621953635
virtual,-34.61447302198205
care,-35.720033114779866
add,29.8574460107881
literally,35.6726079210773
texting,-38.953972849454885
pandemic_started,30.876086813999358
front_screen,31.136871376131467
thinking,35.199047434216325
removed,-41.665035074693954
harder,42.19087141606194
realize,37.520002992708385
finished,-35.96346225508874
share,-33.50619678653789
monitoring,49.5311139418299
building,-35.76587802113663
tech,39.73507078254683
run,45.05579143326186
lunch,-43.207889455887525
certainly,-38.16903163386919
everything_else,-42.59661094599719
window,-31.280560648039323
news,39.12862317342215
form,-42.23450368120717
remote_learning,33.705101023890336
connected,31.557133574538348
distracted,-41.39500225066736
trouble,37.67757396745311
cousin,-36.947540837964766
anybody,43.9761220734522
prior_pandemic,38.06121254917486
spend_time,-39.76847575461493
option,-35.96761114316982
food,38.10111238796286
separate,-40.310336499419854
problematic,34.9572990836333
allow,38.164738477725365
trying_figure,29.6020368383285
general,37.19685602185162
connect,46.54444183914957
youtube_video,39.75125559278992
tablet,27.22287904508958
present,30.671159193260042
finally,39.42458200693907
anything_else,44.09045386461458
sudden,34.64477197348854
speak,32.91352465838926
regulate,37.60990045074998
trust,36.07394764096344
hoping,-33.617110048451536
amount,36.34903956065534
pressure,-31.521688499021277
remotely,40.51490845987516
eight_year,-43.96325500011644
able_control,41.01919630312471
small,-38.47132115651359
engaged,29.72399541279498
effect,-33.59923256971252
exactly,-34.46043591008815
disaster,29.029927445068616
nervous,39.42654842879952
whenever,-35.41983680157212
comfortable,-43.51054334076642
hopefully,33.526710150691606
safety,33.92348049906145
personally,40.12343976105736
ridiculous,35.101692358243575
eightyearold,37.48759192853168
hate,35.53332277124997
reason,35.53414847382231
name_parent,-39.963195093896594
four_year,35.460866485181775
free_time,38.17057835060225
fulltime,47.797126219869746
working_home,-26.811268076756413
come_back,36.347658479026876
entertainment,40.2390894143368
app,-35.44267591741862
fully,-34.17019583874257
three_kid,32.82076679234999
blended,-24.54235141362634
soon,37.15592726562711
feeling,39.300058615677905
anxious,-41.575943072083945
go_bed,36.82346593538829
sick,-32.18438375832173
tough,37.37362107806967
education,32.70721222404358
word,45.38870201910053
process,-29.580091248060302
catch,-34.586290208598044
savvy,-41.23332101170491
positive_negative,39.22306592962476
battle,-37.086490609055
high_schooler,-39.763497961892746
tutor,45.45448872297266
march,35.23846638682937
moved,43.570247486415674
online_learning,34.94876586443334
hour_hour,-30.797055101325622
mine,37.65790572934571
sport,36.59679937490294
subject,37.17292502341004
early,-40.911622427774226
elementary_school,-36.21993302011686
day_long,30.951789639512338
plus,-35.94045885737401
worse,27.4500649078315
push,38.75745865205684
wanting,41.34673638005299
quickly,-36.963429934708806
drama,32.760494611813776
awesome,-24.74967859412467
blended_learning,32.82501084703131
locked,31.549059271423758
charter,27.38937696108436
hope,-31.851980343932283
public,49.29302477177087
bigger,-40.30998274454954
controlling,-27.29459306199662
face,-41.89589082974531
biggest,-36.00922599719231
obsessed,31.4521429341765
many_kid,36.34240095004781
front,37.27255356294587
stuck,38.146786800709116
account,-36.87779585927045
opinion,35.87946405929428
accommodation,34.6030429982864
scary,-35.23144786318938
social_interaction,34.341278420268026
dinner,36.1819245934675
special,33.260058433957276
becomes,-40.38399382805234
hanging,-34.74278120049041
playing_video,-33.04216063003818
earlier,-36.666351320680796
sixth_grade,35.81617621630176
everybody_else,-33.79882072847181
mask,38.59824250367581
test,32.22674752979289
exposed,40.01797124727091
contact,38.21077723140461
college,45.09340491485593
fear,-45.082208717292616
attention,31.751451415344448
semester,38.36703884615486
normal,-40.132269634319464
fifth_grade,45.33385974967081
checking,36.13404286281136
parent_saying,32.70223250929444
stopped,-39.47076430891572
however,-29.449471555554343
much_better,-40.35028200274576
sign,-32.427321283113955
go_sleep,29.233355427830006
long_time,37.61270602793083
netflix,-33.95821954569916
middle_night,30.892893438929836
head,29.69752997822118
feel_comfortable,-42.98901294293777
cohort,-40.469695287441894
listen,-33.79566128558565
comfort,-34.43960616081739
thank,22.84850254821147
vaccine,40.91206189058051
versus,43.58978394900308
rest,32.09397180399284
older_son,-30.20292485722782
thought_would,34.87495975848998
stay_home,-32.397219950047806
august,-35.270053939806736
funny,-40.22865787496872
background,-46.2662533808781
hi,-31.62680923520105
entire,39.37363929279106
opposed,-35.35070397473994
eight,42.945109896725285
decided,31.071358221454766
two_week,-34.43970488958567
overstimulation,-29.841325832362486
opportunity,41.253655022713005
watched,-40.88432786556317
main,38.926465623384985
weird,-37.91962691547514
forward,-30.041500964733753
barely,-33.0248079024014
major,32.702542011845196
knowing,24.985652505932816
absolutely,27.34938735579758
appropriate,42.72198336219843
sending,33.99866251923125
youngest,33.641460676289135
choice,-37.99569833988519
find_way,-29.24472744820267
free,36.23349962201391
turned,34.11041182541613
another_thing,-35.04334896749805
watching_video,39.725679408199184
work_independently,35.24603934894664
type_thing,38.422796654649744
aware,34.71799178459552
somewhat,-37.10918273419217
upset,-51.54880919725072
beforehand,21.503757868224085
taught,35.82378140047131
staying,-33.72962793963263
manage,-40.277121400169335
meaning,29.101173812632673
middle,31.64074112740825
communicate,39.07837808517226
print,33.68320650033932
wanted_say,35.938975291079814
dyslexia,40.825415174461796
broken,42.05740803950508
missing,-30.762002465355078
facetime,37.992084239947005
forgot,-37.77086976947498
necessarily,39.05880794340729
socially,-40.330051425042825
chatting,-28.697829484001197
private_school,32.41019343435517
ayearold,-25.89076522424512
anticipate,36.90861742610003
sneaking,44.64617599270644
play_video,34.078032469514824
three_child,-29.526199020371173
young,-30.672211513685532
using_technology,37.51272634407382
later,-29.67841341417129
art,45.28422617282245
buy,-30.398238509945198
participate,-33.55027135482508
telling,28.81260891063066
talking_friend,-38.094619255160104
television,35.066644600984546
put_phone,29.139155960291134
playing_roblox,31.137952507857108
initially,35.46110939719722
mental,-39.90436580726611
worst,-42.599373036231576
screaming,37.033567040006176
